"January 8, 2020",Great case,Slim case just like described.,5.0,positive
"January 8, 2020",Best ever,Lightweight hardy case that shows off my phone,5.0,positive
"January 8, 2020",No good,How the F are you supposed to get this idiotic “protective film” off the case. I’ve nearly cut myself. This is retarded. Go elsewhere. Too thick too.,1.0,negative
"January 8, 2020",Awesome buy,"Great item, as described",5.0,positive
"January 8, 2020","Cheaper than Otterbox, a little thinner but seems to work","Quality isn't up to that of otterbox but if you dont' want to spend 40 dollars, this can work.  The writing others have mentioned is a sticker/protector that you peel off and then the case will be clear.  Works as advertised.",5.0,positive
"January 8, 2020",⭐️⭐️⭐️⭐️⭐️,Great case.,5.0,positive
"January 8, 2020",Finger prints - ugly,It’s ok .. nothing special . It’s clear . But finger prints terrible .,3.0,negative
"January 8, 2020",Would buy again,I like that it is light and shows off my phone color,5.0,positive
"January 8, 2020",Great fit,For phone perfectly and protects good. Back of case gets little slippery once the oils from your hands get on it big no other issues,5.0,positive
"January 8, 2020",N,Is not easy to hold,5.0,positive
"January 7, 2020",Very durable,Back shows fingerprints,5.0,positive
"January 7, 2020",The best case thus far,It’s a great fit!!,5.0,positive
"January 7, 2020",-,-,1.0,negative
"January 7, 2020",Ergonomics,Fits good. I have no regrets. Would recommend.,5.0,positive
"January 7, 2020",Better than others,Always like Spigen cases. They are awesome,5.0,positive
"January 7, 2020",Highly recommend,Perfect phone case!,5.0,positive
"January 7, 2020",Functional and Affordable!,This case is not bulky. I love how the clear color shows off my lilac iPhone.,5.0,positive
"January 7, 2020",Fits very well and seems more protective,Glad I made this purchase. It’s just perfect 👌,5.0,positive
"January 7, 2020",Must have,This is the best case ever I had to buy this for my new iPhone 11 because I had on my iPhone 8 and I dropped my phone and ran over it with my car and to my surprise only my screen protector brokeI’m amazed by this product,5.0,positive
"January 7, 2020",Great product,This is an excellent product,5.0,positive
"January 7, 2020",Fits my iPhone 11 Perfectly,"This is just what I wanted for my new iPhone 11. I wanted to show the pretty red color. This case works perfectly, all the buttons work, the speakers aren't covered, the charging hole is accessible . Great for the price.",5.0,positive
"January 7, 2020",colors misleading,"When they tell you it’s “matte black”, they fail to tell you that it is shown on a black phone.  The entire case is clear with the exception of the black rubber around it.  Not to thrilled considering I wanted a black phone case.",1.0,negative
"January 7, 2020",Great case at a great price point.,This is a great sturdy lightweight case for my iPhone 11. This is my 3rd Spigen case.,5.0,positive
"January 7, 2020",Great case for iphone,Great case,5.0,positive
"January 7, 2020",Clean Cover/Case,My entire family uses this case! We love them. They are great protection.,5.0,positive
"January 7, 2020",Will update review after I’ve had it for more than two/three months,Way better than Apples transparent cover.,5.0,positive
"January 7, 2020",Bought Two,Shows off your phone and has quality grip which you need to protect expensive phone.,5.0,positive
"January 7, 2020",Great case!!!,Looks good and neat,5.0,positive
"January 7, 2020",Tough and nice,Clean and nice,5.0,positive
"January 7, 2020",Best case and it's inexpensive,I've dropped my phone a gazillion times and have never had any issues with a spigen case.  They are durable and reliable and are much cheaper and better looking than an otterbox,5.0,positive
"January 7, 2020",Overall I am satisfied with this product,"Initially had some mixed opinion by looking around the reviews, but after using for couple of weeks, I feel more comfortable and I recommend this product.",5.0,positive
"January 7, 2020",Good case,"Bought an iPhone 11 and needed a good clear case, this fit the bill. Spigen cases have been reliable for me in the past and so far this has been good after a month of use, I can recommend it.",5.0,positive
"January 7, 2020",Does the job,It’s a phone bumper...works fine,5.0,positive
"January 7, 2020",Great,Good quality As expected. Arrived quickly,5.0,positive
"January 7, 2020",perfect case for iphone 11,The case is not bulky and doesn't have the big corners yet feels very safe for the phone. The buttons press perfectly which is one of my biggest concerns with cases like these. The only thing I don't like is the extra company info writing on the side of the case but it's pretty hard to see. Overall I'm very happy with it,5.0,positive
"April 14, 2020",Happy shopper.,Very happy with this! I feel like it’s very durable without being bulky.,5.0,positive
"April 14, 2020",In disbelief,Everything is perfect but after three months use its yellow already !!!,1.0,negative
"April 14, 2020",I order a spigen case with every new iPhone I get,Great cases,5.0,positive
"April 14, 2020","If you’re looking at it because you need a case, buy it.","Good could be better, goes on stays on, clean looking but not so easy to keep it that way.",4.0,positive
"April 14, 2020",Hard case shell,Satisfied with my purchase,5.0,positive
"April 13, 2020",It’s just as described,It’s good,5.0,positive
"April 13, 2020",Good Quality,"Good quality and sturdy,  looks exactly like in the video/pics. Glad it has the raised frame around the camera. Love it",5.0,positive
"April 10, 2020",Works,Just got it and seems sturdy enough.,5.0,positive
"April 10, 2020",Case fit was not as described,"Purchased this case for my iPhone 11, and it does not fit despite the packaging stating it fits an iPhone 11. It is not long enough. Seems like it would have been a decent case should it have fit.",1.0,negative
"April 10, 2020",High Grade Industrial Protection,"Excellent protection. Phone screen covered with Spigen glass. My son was listening to music and left the phone on back of Jeep spare tire. After a 1.5 mile drive it fell off into street at +25mph. Not a scratch, screen and phone in perfect condition as though it otherwise never took a terrible tumble.",5.0,positive
"January 7, 2020",Must buy protection for your communication jewel,Great cover!,5.0,positive
"January 7, 2020",Sturdy but…,"Now that I’ve had the case for about 3-4 months I can definitely say the case is sturdy and protective. My past clear cases have turned yellow and to no surprise this one has the awful yellow tint as well. But aside from that, if your phone were to fall from a reasonable height on to a reasonable surface the case will protects the phone from damage.",2.0,negative
"January 7, 2020",Great case for the price.,"Like this case.  It comes around the edges, and isn't too bulky.",5.0,positive
"January 7, 2020",Works,Nice case,5.0,positive
"January 6, 2020",iPhone 11 case,I love the case... I’ve literally dropped my 11 so many times and thank God this case exists cause no scratch or crack in sight.,5.0,positive
"January 6, 2020",Great case. No need to shop around...Case closed.,"Surprisingly this case (for the price) is excellent.  I usually get Incase products, but unfortunately they do not make it for my model of phone yet.  This does the job just as well.",5.0,positive
"January 6, 2020",Great case,Good case would recommend,5.0,positive
"January 6, 2020",👍🏿,👍🏿,5.0,positive
